citation,prey_taxon,prey_type_add,prey_kingdom_add,prey_phylum_add,prey_subphylum_add,prey_superclass_add,prey_class_add,prey_subclass_add,prey_order_add,prey_family_add,prey_species_add
"Panek, F M., & Weis, J. S. (2 13). Diet of the lekastern Mudminnow (Umbra pygmaea DeKay) from two geographically distinct populations within the North American native range. Northeastern Naturalist, 20(1), 37-48.",u pygmaea,,Animalia,Chordata,,Osteicthyes,Actinopterygii,,Esociformes,Umbridae,Umbra pygmaea
Cochran& delman 1982 leknvironmentalBiologyOfFishes,"Unidentifable
fshremains",,Animalia,Chordata,,Osteicthyes,,,,,
Cochron& delman 1982 leknvironmentalBiologyOfFishes,"Unidentifable
fshremains",,Animalia,Chordata,,Osteicthyes,,,,,
"O'lekelley, C T., & Powers, S. L. (2007). Life-history Aspects of Hypentelium etowanum (Alabama Hog Sucker)(Actinopterygii: Catostomidae) in Northern Georgia. Southeastern Naturalist, 6(3), 479-490.",unidentifed parts,unidentified,,,,,,,,,
no results in search,unidentifed remains,unidentified,,,,,,,,,
"Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.",unidentifiable,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified 25,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified 34,unidentified,,,,,,,,,
"Pontius, R W., & Parker, M. (1973). Food habits of the mountain whitefish, Prosopium williamsoni (Girard). Transactions of the  merican Fisheries Society, 102(4), 764-773.",unidentified 45,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified 47,unidentified,,,,,,,,,
"Pontius, R W., & Parker, M. (1973). Food habits of the mountain whitefish, Prosopium williamsoni (Girard). Transactions of the  merican Fisheries Society, 102(4), 764-773.",unidentified 51,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified 52,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified 53,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified adult_55,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified adult_62,unidentified,,,,,,,,,
"O'lekelley, C T., & Powers, S. L. (2007). Life-history Aspects of Hypentelium etowanum (Alabama Hog Sucker)(Actinopterygii: Catostomidae) in Northern Georgia. Southeastern Naturalist, 6(3), 479-490.",unidentified adults,unidentified,,,,,,,,,
"Muir, W D., lekmmett, R. L., & McConnell, R. J. (1988). Diet of juvenile and subadult white sturgeon in the lower Columbia River and its estuary. California Fish and Game, 74(1), 49-54.",unidentified decapoda,,Animalia,Arthropoda,Crustacea,,Malcostraca,,Decapoda,,
"Olojo, lek  . A., Olurin, K. B., & Osikoya, O. J. (2003). Food and feeding habits of Synodontis nigrita from the Osun River, SW Nigeria.",unidentified food,unidentified,,,,,,,,,
"McHugh, J lek. (194 ). Food of the Rocky Mountain whitefish Prosopium williamsoni (Girard). Journal of the Fisheries Board of Canada, 5(2), 131-137.",unidentified hydracarina,,Animalia,Arthropoda,,,Arachnida,Acari,Trombidiformes,,
"llison, M lek., & Youdubagha, S. E. (2013). Preliminary studies on the food and feeding habits of Synodontis membraneceus from Ogobiri River, Nigeria.",unidentified items,unidentified,,,,,,,,,
"Otuogbai, T. M., Ikhenoba, A., & Elakhame, L. (2000). Food and feeding habits of the African lungfish, Protopterus annectens (Owens)(Pisces: Sarcopterygii) in the flood plains of River Niger in Etsako east of Edo State, Nigeria.",unidentified items,unidentified,,,,,,,,,
"Davis, M J., Woo, I., lekllings, C. S., Hodgson, S., Beauchamp, D.  ., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.",unidentified larva,,Animalia,,,,,,,,
"Wasserman, R J., Pereira-da-Conceicoa, lek. L., Strydom, N.  ., & Weyl, O. L. F. (2012). Diet of Anguilla mossambica (Teleostei, Anguillidae) elvers in the Sundays River, Eastern Cape, South Africa. African Journal of Aquatic Science, 37(3), 347-349.",unidentified materia,unidentified,,,,,,,,,
"Okey, I., Offem, B. O., & Keremah, R. I. (2017). Length-weight relationship, condition factor and gut content of Chrysichthys furcatus Gunther, 1864 (Bagridae) from Cross River at Ahaha. Fish Aqua J, 8(228), 2.",unidentified material,unidentified,,,,,,,,,
"yoade, A, Fagade, S., & Adebisi, A. (2008). Diet and dietary habits of the fish Schilbe mystus (Siluriformes: Schilbeidae) in two artificial lakes in Southwestern Nigeria. Revista de biología tropical, 56(4), 1847-1855.",unidentified material,unidentified,,,,,,,,,
"djibade, lek N., Adite, A., Arame, H., & Sidi, R. (2019). Feeding ecology of Marcusenius senegalensis (Pisces: Osteoglossiformes: Mormyridae; Steindachner, 1870) from Niger River in Northern Benin.",unidentified materials,unidentified,,,,,,,,,
"Jo, H Y.  . N. B. I. N., Yoon, J. D., lekim, J. H., Jeong, K. S., Do, Y. U. N. O., & Joo, G. J. (2016). Diet shifts and delayed piscivory specialisation during the ontogenesis of the largemouth bass Micropterus salmoides (Lacepede, 1802) in the Nakdong River and Upo Wetlands, South Korea. Indian J. Fish, 63(4), 48-54.",unidentified particles,unidentified,,,,,,,,,
"Markle, D F., & Grant, G. C. (197 ). The summer food habits of young-of-the year striped bass in three Virginia rivers. Chesapeake Science, 11(1), 50-54.",unidentified plant_animal,mix,,,,,,,,,
no results in search,unidentified remains,unidentified,,,,,,,,,
"Rine, lek M., Wipfli, M. S., Schoen, E. R., Nightengale, T. L., & Stricker, C.  . (2016). Trophic pathways supporting juvenile Chinook and coho salmon in the glacial Susitna River, Alaska: patterns of freshwater, marine, and terrestrial food resource use across a seasonally dynamic habitat mosaic. Canadian journal of fisheries and aquatic sciences, 73(11), 1626-1641.",unknown,unidentified,,,,,,,,,
"Stoffels, R J., & Humphries, P. (2 03). Ontogenetic variation in the diurnal food and habitat associations of an endemic and an exotic fish in floodplain ponds: consequences for niche partitioning. leknvironmental Biology of Fishes, 66(3), 293-305.",unknown,unidentified,,,,,,,,,
"Chavarie, lek, Howland, K., Gallagher, C., & Tonn, W. (2 16). Fatty acid signatures and stomach contents of four sympatric L ake T rout: assessment of trophic patterns among morphotypes in G reat B ear L ake. Ecology of Freshwater Fish, 25(1), 109-124.",vespoidea,,Animalia,Arthropoda,,,Insecta,,Hymenoptera,,
"Owolabi, O D. (2008). The dietary habits of the upside-down catfish, Synodontis membranaceus (Osteichthyes: Mochokidae) in Jebba lake, Nigeria. Revista de biologia tropical, 56(2), 931-936.",water mite,,Animalia,Arthropoda,,,Arachnida,Acari,Trombidiformes,,
"Swift, M C. (197 ). A qualitative and quantitative study of trout food in Castle lekake, California. California Fish and Game, 56(2), 100-120.",water mites,,Animalia,Arthropoda,,,Arachnida,Acari,Trombidiformes,,
"Okey, I., Offem, B. O., & Keremah, R. I. (2017). Length-weight relationship, condition factor and gut content of Chrysichthys furcatus Gunther, 1864 (Bagridae) from Cross River at Ahaha. Fish Aqua J, 8(228), 2.",worms remain,,Animalia,Annelida,,,,,,,
"Hickley, P, & Bailey, R. G. (1987). Food and feeding relationships of fish in the Sudd swamps (River Nile, southern Sudan). Journal of Fish Biology, 3 (2), 147-159.",x1 mm_organic_debris,detritus,,,,,,,,,
"Hickley, P, & Bailey, R. G. (1987). Food and feeding relationships of fish in the Sudd swamps (River Nile, southern Sudan). Journal of Fish Biology, 3 (2), 147-159.",x1 mm_organic_debris_2,detritus,,,,,,,,,
"Cadwallader, P lek. (1975). The food of the New Zealand common river galaxias, Galaxias vulgaris Stokell (Pisces: Salmoniformes). Marine and Freshwater Research, 26(1), 15-3 .",zephlebta scita,,Animalia,Arthropoda,,,Insecta,,Ephemeroptera,Leptophlebiidae,Zephlebta sp.
