"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","lat","long","measurement_type_number_weight_other","measurement_units_total_percent_other"
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","potamonidae","1.57","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","potamonidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","potamonidae","0","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"myriapodes","0.77","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","myriapodes","3.42","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","myriapodes","0.29","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","myriapodes","3.14","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","myriapodes","1.28","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","myriapodes","3.5","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"arachnides","0.36","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","arachnides","0.48","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","arachnides","0.06","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","arachnides","0.79","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","arachnides","0.36","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","arachnides","0.39","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,NA,"fruits","25.24","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"208","2012-03-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet and dry seasons",NA,"overall","fruits","3.7","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","fruits","20.13","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"66","2012-12-01","2013-02-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for dry season only",NA,"dry season - dates guessed based on google search. Actual dry season dates not given in paper","fruits","4.24","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","number","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","fruits","30.7","unknown",NA,NA,NA,NA
"Côte d’Ivoire","Clarius buettifkoferi","weight","percent","90","260",NA,"mm","standard",NA,"142","2012-03-01","2012-11-01","monthly","lentic","swamp forest","Konan","2014","Cybium, International Journal of Ichthyology","Konan, Y. A., Bamba, M., & Kone, T. (2014). Qualitative and quantitative traits of the diet of Clarias buettikoferi (Siluriformes; Clariidae) in the Tanoe-Ehy swamp forest (Cote d'Ivoire)/Aspects qualitatifs et quantitatifs de l'alimentation de Clarias buettikoferi (Siluriformes; Clariidae) dans la foret des marais Tanoe-Ehy (Cote d'Ivoire). Cybium, International Journal of Ichthyology, 38(1), 61-69.","tbl1","averaged over size and months for wet season only",NA,"wet season. Dates guessed based on google search. Actual wet season dates not given in paper","fruits","3.55","unknown",NA,NA,NA,NA
