"","site_name","lat","long","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","fish_id","notes","prey_taxon","measurement","prey_stage","sampling_interval","lon"
"281","Lyons River, Australia",NA,NA,"20","33",NA,"mm","standard",NA,"Hypseleotris aurea","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_2",NA,"silt_biofilm","41.8","unknown",NA,NA
"282","Lyons River, Australia",NA,NA,"14","33",NA,"mm","standard",NA,"Craterocephalus cuneiceps","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_3",NA,"silt_biofilm","42","unknown",NA,NA
"283","Lyons River, Australia",NA,NA,"12","27",NA,"mm","standard",NA,"Oreochromis mossambicus","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_1",NA,"sand","1.2","unknown",NA,NA
"284","Lyons River, Australia",NA,NA,"20","33",NA,"mm","standard",NA,"Hypseleotris aurea","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_2",NA,"sand","0","unknown",NA,NA
"285","Lyons River, Australia",NA,NA,"14","33",NA,"mm","standard",NA,"Craterocephalus cuneiceps","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_3",NA,"sand","0","unknown",NA,NA
"286","Lyons River, Australia",NA,NA,"12","27",NA,"mm","standard",NA,"Oreochromis mossambicus","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_1",NA,"unidentified","7","unknown",NA,NA
"287","Lyons River, Australia",NA,NA,"20","33",NA,"mm","standard",NA,"Hypseleotris aurea","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_2",NA,"unidentified","0","unknown",NA,NA
"288","Lyons River, Australia",NA,NA,"14","33",NA,"mm","standard",NA,"Craterocephalus cuneiceps","12","5/1/2002","5/1/2002","lotic",NA,"volume","percent","maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl4","averaged across sizes","maddern_2007_tbl4_3",NA,"unidentified","0","unknown",NA,NA
"289","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_1","Lagoon","unident_terr_insect",NA,"unknown","monthly",NA
"290","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_2","Lagoon","unident_terr_insect","3.78","unknown","monthly",NA
"291","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_3","Lagoon","unident_terr_insect","1.73","unknown","monthly",NA
"292","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_4","Creek","unident_terr_insect",NA,"unknown","monthly",NA
"293","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_5","Creek","unident_terr_insect",NA,"unknown","monthly",NA
"294","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_6","Creek","unident_terr_insect",NA,"unknown","monthly",NA
"295","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_7","Channel","unident_terr_insect",NA,"unknown","monthly",NA
"296","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_8","Channel","unident_terr_insect",NA,"unknown","monthly",NA
"297","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_9","Channel","unident_terr_insect",NA,"unknown","monthly",NA
"298","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_1","Lagoon","unident_aq_insect","17.86","unknown","monthly",NA
"299","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_2","Lagoon","unident_aq_insect","0.63","unknown","monthly",NA
"300","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_3","Lagoon","unident_aq_insect","0.69","unknown","monthly",NA
"301","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_4","Creek","unident_aq_insect","1.41","unknown","monthly",NA
"302","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_5","Creek","unident_aq_insect","1.08","unknown","monthly",NA
"303","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_6","Creek","unident_aq_insect",NA,"unknown","monthly",NA
"304","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_7","Channel","unident_aq_insect",NA,"unknown","monthly",NA
"305","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_8","Channel","unident_aq_insect",NA,"unknown","monthly",NA
"306","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_9","Channel","unident_aq_insect","0.3","unknown","monthly",NA
"307","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_1","Lagoon","aquatic_insect_eggs",NA,"unknown","monthly",NA
"308","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_2","Lagoon","aquatic_insect_eggs","0.95","unknown","monthly",NA
"309","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_3","Lagoon","aquatic_insect_eggs",NA,"unknown","monthly",NA
"310","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_4","Creek","aquatic_insect_eggs",NA,"unknown","monthly",NA
"311","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_5","Creek","aquatic_insect_eggs",NA,"unknown","monthly",NA
"312","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_6","Creek","aquatic_insect_eggs",NA,"unknown","monthly",NA
"313","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_7","Channel","aquatic_insect_eggs",NA,"unknown","monthly",NA
"314","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_8","Channel","aquatic_insect_eggs",NA,"unknown","monthly",NA
"315","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_9","Channel","aquatic_insect_eggs",NA,"unknown","monthly",NA
"316","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_1","Lagoon","coleoptera",NA,"unknown","monthly",NA
"317","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_2","Lagoon","coleoptera",NA,"unknown","monthly",NA
"318","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_3","Lagoon","coleoptera","0.43","unknown","monthly",NA
"319","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_4","Creek","coleoptera",NA,"unknown","monthly",NA
"320","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_5","Creek","coleoptera","10.85","unknown","monthly",NA
"321","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_6","Creek","coleoptera","3.51","unknown","monthly",NA
"322","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_7","Channel","coleoptera",NA,"unknown","monthly",NA
"323","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_8","Channel","coleoptera",NA,"unknown","monthly",NA
"324","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_9","Channel","coleoptera",NA,"unknown","monthly",NA
"325","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_1","Lagoon","ephemeroptera",NA,"unknown","monthly",NA
"326","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_2","Lagoon","ephemeroptera","1.26","unknown","monthly",NA
"327","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lentic","Lagoon","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_3","Lagoon","ephemeroptera",NA,"unknown","monthly",NA
"328","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_4","Creek","ephemeroptera","1.41","unknown","monthly",NA
"329","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_5","Creek","ephemeroptera",NA,"unknown","monthly",NA
"330","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Creek","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_6","Creek","ephemeroptera","0.35","unknown","monthly",NA
"331","Cinaruco River, Venezuela",NA,NA,NA,"100",NA,"mm","standard","<100 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_7","Channel","ephemeroptera",NA,"unknown","monthly",NA
"332","Cinaruco River, Venezuela",NA,NA,"101","200",NA,"mm","standard","101-200 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_8","Channel","ephemeroptera","0.53","unknown","monthly",NA
"333","Cinaruco River, Venezuela",NA,NA,"201","300",NA,"mm","standard","201-300 mm","Crenicichla lugubris",NA,"12/13/2005","5/8/2006","lotic","Channel","volume","percent","Montana","2009","Icthyology","Montaña, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river. Neotropical Ichthyology, 7(2), 267-274.","tbl1","averaged across dates","montana_2009_tbl1_9","Channel","ephemeroptera",NA,"unknown","monthly",NA
