,Family,Species,Study
2510,Cichlidae,Diplotaxodon apogon,"Turner & Stauffer, 1998"
2511,Cichlidae,Diplotaxodon argenteus,"Trewavas, 1935"
2512,Cichlidae,Diplotaxodon ecclesi,"Burgess & Axelrod, 1973"
2513,Cichlidae,Diplotaxodon greenwoodi,"Stauffer & McKaye, 1986"
2514,Cichlidae,Diplotaxodon limnothrissa,"Turner, 1994"
2515,Cichlidae,Diplotaxodon macrops,"Turner & Stauffer, 1998"
2516,Cichlidae,Divandu albimarginatus,"Lamboj & Snoeks, 2000"
2517,Cichlidae,Docimodus evelynae,"Eccles & Lewis, 1976"
2518,Cichlidae,Docimodus johnstoni,"Boulenger, 1897"
2519,Cichlidae,Eclectochromis lobochilus,"(Trewavas, 1935)"
2520,Cichlidae,Eclectochromis ornatus,"(Regan, 1922)"
2521,Cichlidae,Ectodus descampsii,"Boulenger, 1898"
2522,Cichlidae,Eretmodus cyanostictus,"Boulenger, 1898"
2523,Cichlidae,Eretmodus marksmithi,"Burgess, 2012"
2524,Cichlidae,Etia nguti,"Schliewen & Stiassny, 2003"
2525,Cichlidae,Etroplus maculatus,"(Bloch, 1795)"
2526,Cichlidae,Etroplus suratensis,"(Bloch, 1790)"
2527,Cichlidae,Exochochromis anagenys,"Oliver, 1989"
2528,Cichlidae,Fossorochromis rostratus,"(Boulenger, 1899)"
2529,Cichlidae,Genyochromis mento,"Trewavas, 1935"
2530,Cichlidae,Geophagus altifrons,"Heckel, 1840"
2531,Cichlidae,Geophagus argyrostictus,"Kullander, 1991"
2532,Cichlidae,Geophagus brasiliensis,"(Quoy & Gaimard, 1824)"
2533,Cichlidae,Geophagus dicrozoster,"López-Fernández & Taphorn, 2004"
2534,Cichlidae,Geophagus grammepareius,"Kullander & Taphorn, 1992"
2535,Cichlidae,Geophagus megasema,"Heckel, 1840"
2536,Cichlidae,Geophagus mirabilis,"Deprá, Kullander, Pavanelli & Graça, 2014"
2537,Cichlidae,Geophagus proximus,"(Castelnau, 1855)"
2538,Cichlidae,Geophagus steindachneri,"Eigenmann & Hildebrand, 1922"
2539,Cichlidae,Geophagus taeniopareius,"Kullander & Royero, 1992"
2540,Cichlidae,Geophagus winemilleri,"López-Fernández & Taphorn, 2004"
2541,Cichlidae,Gephyrochromis lawsi,"Fryer, 1957"
2542,Cichlidae,Gephyrochromis moorii,"Boulenger, 1901"
2543,Cichlidae,Gnathochromis permaxillaris,"(David, 1936)"
2544,Cichlidae,Gnathochromis pfefferi,"(Boulenger, 1898)"
2545,Cichlidae,Gobiocichla ethelwynnae,"Roberts, 1982"
2546,Cichlidae,Gobiocichla wonderi,"Kanazawa, 1951"
2547,Cichlidae,Gobiocichla wonderi,"Kanazawa, 1951"
2548,Cichlidae,Grammatotria lemairii,"Boulenger, 1899"
2549,Cichlidae,Greenwoodochromis abeelei,"(Poll, 1949)"
2550,Cichlidae,Greenwoodochromis christyi,"(Trewavas, 1953)"
2551,Cichlidae,Greenwoodochromis staneri,"(Poll, 1949)"
2552,Cichlidae,Guianacara geayi,"(Pellegrin, 1902)"
2553,Cichlidae,Gymnogeophagus australis,"(Eigenmann, 1907)"
2554,Cichlidae,Gymnogeophagus balzanii,"(Perugia, 1891)"
2555,Cichlidae,Gymnogeophagus che,"Casciotta, Gómez & Toresanni, 2000"
2556,Cichlidae,Gymnogeophagus che,"Casciotta, Gómez & Toresanni, 2000"
2557,Cichlidae,Gymnogeophagus gymnogenys,"(Hensel, 1870)"
2558,Cichlidae,Gymnogeophagus meridionalis,"Reis & Malabarba, 1988"
2559,Cichlidae,Gymnogeophagus rhabdotus,"(Hensel, 1870)"
2560,Cichlidae,Gymnogeophagus setequedas,"Reis, Malabarba & Pavanelli, 1992"
2561,Cichlidae,Gymnogeophagus tiraparae,"González-Bergonzoni, Loureiro & Oviedo, 2009"
2562,Cichlidae,Haplochromis acidens,"Greenwood, 1967"
2563,Cichlidae,Haplochromis adolphifrederici,"(Boulenger, 1914)"
2564,Cichlidae,Haplochromis aelocephalus,"Greenwood, 1959"
2565,Cichlidae,Haplochromis akika,"Lippitsch, 2003"
2566,Cichlidae,Haplochromis altigenis,"Regan, 1922"
2567,Cichlidae,Haplochromis ampullarostratus,"Schraml, 2004"
2568,Cichlidae,Haplochromis antleter,"Mietes & Witte, 2010"
2569,Cichlidae,Haplochromis apogonoides,"Greenwood, 1967"
2570,Cichlidae,Haplochromis arcanus,"Greenwood & Gee, 1969"
2571,Cichlidae,Haplochromis argens,"de Zeeuw, Westbroek & Witte, 2013"
2572,Cichlidae,Haplochromis argenteus,"Regan, 1922"
2573,Cichlidae,Haplochromis artaxerxes,"Greenwood, 1962"
2574,Cichlidae,Haplochromis astatodon,"Regan, 1921"
2575,Cichlidae,Haplochromis azureus,"(Seehausen & Lippitsch, 1998)"
2576,Cichlidae,Haplochromis barbarae,"Greenwood, 1967"
2577,Cichlidae,Haplochromis bareli,"van Oijen, 1991"
2578,Cichlidae,Haplochromis bartoni,"Greenwood, 1962"
2579,Cichlidae,Haplochromis bayoni,"(Boulenger, 1909)"
2580,Cichlidae,Haplochromis bicolor,"Boulenger, 1906"
2581,Cichlidae,Haplochromis boops,"Greenwood, 1967"
2582,Cichlidae,Haplochromis brownae,"Greenwood, 1962"
2583,Cichlidae,Haplochromis bwathondii,"Niemantsverdriet & Witte, 2010"
2584,Cichlidae,Haplochromis cassius,"Greenwood & Barel, 1978"
2585,Cichlidae,Haplochromis cavifrons,"(Hilgendorf, 1888)"
2586,Cichlidae,Haplochromis chilotes,"(Boulenger, 1911)"
2587,Cichlidae,Haplochromis chlorochrous,"Greenwood & Gee, 1969"
2588,Cichlidae,Haplochromis chromogynos,"Greenwood, 1959"
2589,Cichlidae,Haplochromis chrysogynaion,"van Oijen, 1991"
2590,Cichlidae,Haplochromis cinctus,"Greenwood & Gee, 1969"
2591,Cichlidae,Haplochromis cinereus,"(Boulenger, 1906)"
2592,Cichlidae,Haplochromis cnester,"Witte & Witte-Maas, 1981"
2593,Cichlidae,Haplochromis commutabilis,"Schraml, 2004"
2594,Cichlidae,Haplochromis coprologus,"Niemantsverdriet & Witte, 2010"
2595,Cichlidae,Haplochromis crassilabris,"Boulenger, 1906"
2596,Cichlidae,Haplochromis crebridens,"Snoeks, de Vos, Coenen & Thys van den Audenaerde, 1990"
2597,Cichlidae,Haplochromis crocopeplus,"Greenwood & Barel, 1978"
2598,Cichlidae,Haplochromis cronus,"Greenwood, 1959"
2599,Cichlidae,Haplochromis cryptodon,"Greenwood, 1959"
2600,Cichlidae,Haplochromis cryptogramma,"Greenwood & Gee, 1969"
2601,Cichlidae,Haplochromis cyaneus,"Seehausen, Bouton & Zwennes, 1998"
2602,Cichlidae,Haplochromis decticostoma,"Greenwood & Gee, 1969"
2603,Cichlidae,Haplochromis degeni,"(Boulenger, 1906)"
2604,Cichlidae,Haplochromis dentex,"Regan, 1922"
2605,Cichlidae,Haplochromis dichrourus,"Regan, 1922"
2606,Cichlidae,Haplochromis diplotaenia,"Regan & Trewavas, 1928"
2607,Cichlidae,Haplochromis dolichorhynchus,"Greenwood & Gee, 1969"
2608,Cichlidae,Haplochromis empodisma,"Greenwood, 1960"
2609,Cichlidae,Haplochromis erythrocephalus,"Greenwood & Gee, 1969"
2610,Cichlidae,Haplochromis erythromaculatus,"De Vos, Snoeks & Thys van den Audenaerde, 1991"
2611,Cichlidae,Haplochromis estor,"Regan, 1929"
2612,Cichlidae,Haplochromis eutaenia,"Regan & Trewavas, 1928"
2613,Cichlidae,Haplochromis exspectatus,"Schraml, 2004"
2614,Cichlidae,Haplochromis fischeri,"Seegers, 2008"
2615,Cichlidae,Haplochromis flavipinnis,"(Boulenger, 1906)"
2616,Cichlidae,Haplochromis flavus,"Seehausen, Zwennes & Lippitsch, 1998"
2617,Cichlidae,Haplochromis fuelleborni,"(Hilgendorf & Pappenheim, 1903)"
2618,Cichlidae,Haplochromis fusiformis,"Greenwood & Gee, 1969"
2619,Cichlidae,Haplochromis gigas,"(Seehausen & Lippitsch, 1998)"
2620,Cichlidae,Haplochromis gilberti,"Greenwood & Gee, 1969"
2621,Cichlidae,Haplochromis goldschmidti,"Witte, Westbroek & de Zeeuw, 2013"
2622,Cichlidae,Haplochromis gowersii,"Trewavas, 1928"
2623,Cichlidae,Haplochromis gracilior,"Boulenger, 1914"
2624,Cichlidae,Haplochromis granti,"Boulenger, 1906"
2625,Cichlidae,Haplochromis graueri,"Boulenger, 1914"
2626,Cichlidae,Haplochromis greenwoodi,"(Seehausen & Bouton, 1998)"
2627,Cichlidae,Haplochromis guiarti,"(Pellegrin, 1904)"
2628,Cichlidae,Haplochromis harpakteridion,"van Oijen, 1991"
2629,Cichlidae,Haplochromis heusinkveldi,"Witte & Witte-Maas, 1987"
2630,Cichlidae,Haplochromis hiatus,"Hoogerhoud & Witte, 1981"
2631,Cichlidae,Haplochromis howesi,"van Oijen, 1992"
2632,Cichlidae,Haplochromis humilior,"(Boulenger, 1911)"
2633,Cichlidae,Haplochromis igneopinnis,"(Seehausen & Lippitsch, 1998)"
2634,Cichlidae,Haplochromis insidiae,"Snoeks, 1994"
2635,Cichlidae,Haplochromis iris,"Hoogerhoud & Witte, 1981"
2636,Cichlidae,Haplochromis ishmaeli,"Boulenger, 1906"
2637,Cichlidae,Haplochromis kamiranzovu,"Snoeks, Coenen & Thys van den Audenaerde, 1984"
2638,Cichlidae,Haplochromis katonga,"Schraml & Tichy, 2010"
2639,Cichlidae,Haplochromis katunzii,"ter Huurne & Witte, 2010"
2640,Cichlidae,Haplochromis kujunjui,"van Oijen, 1991"
2641,Cichlidae,Haplochromis labriformis,"(Nichols & La Monte, 1938)"
2642,Cichlidae,Haplochromis lacrimosus,"(Boulenger, 1906)"
2643,Cichlidae,Haplochromis laparogramma,"Greenwood & Gee, 1969"
2644,Cichlidae,Haplochromis lividus,"Greenwood, 1956"
2645,Cichlidae,Haplochromis loati,"Greenwood, 1971"
2646,Cichlidae,Haplochromis longirostris,"(Hilgendorf, 1888)"
2647,Cichlidae,Haplochromis luteus,"(Seehausen & Bouton, 1998)"
2648,Cichlidae,Haplochromis macconneli,"Greenwood, 1974"
2649,Cichlidae,Haplochromis macrocephalus,"(Seehausen & Bouton, 1998)"
2650,Cichlidae,Haplochromis macrognathus,"Regan, 1922"
2651,Cichlidae,Haplochromis macrops,"(Boulenger, 1911)"
2652,Cichlidae,Haplochromis maculipinna,"(Pellegrin, 1913)"
2653,Cichlidae,Haplochromis maisomei,"van Oijen, 1991"
2654,Cichlidae,Haplochromis mandibularis,"Greenwood, 1962"
2655,Cichlidae,Haplochromis martini,"(Boulenger, 1906)"
2656,Cichlidae,Haplochromis maxillaris,"Trewavas, 1928"
2657,Cichlidae,Haplochromis mbipi,"(Lippitsch & Bouton, 1998)"
2658,Cichlidae,Haplochromis megalops,"Greenwood & Gee, 1969"
2659,Cichlidae,Haplochromis melanopterus,"Trewavas, 1928"
2660,Cichlidae,Haplochromis melanopus,"Regan, 1922"
2661,Cichlidae,Haplochromis melichrous,"Greenwood & Gee, 1969"
2662,Cichlidae,Haplochromis mento,"Regan, 1922"
2663,Cichlidae,Haplochromis michaeli,"Trewavas, 1928"
2664,Cichlidae,Haplochromis microchrysomelas,"Snoeks, 1994"
2665,Cichlidae,Haplochromis microdon,"(Boulenger, 1906)"
2666,Cichlidae,Haplochromis multiocellatus,"(Boulenger, 1913)"
2667,Cichlidae,Haplochromis mylergates,"Greenwood & Barel, 1978"
2668,Cichlidae,Haplochromis nanoserranus,"Greenwood & Barel, 1978"
2669,Cichlidae,Haplochromis nigrescens,"(Pellegrin, 1909)"
2670,Cichlidae,Haplochromis nigricans,"(Boulenger, 1906)"
2671,Cichlidae,Haplochromis nigroides,"(Pellegrin, 1928)"
2672,Cichlidae,Haplochromis niloticus,"Greenwood, 1960"
2673,Cichlidae,Haplochromis nubilus,"(Boulenger, 1906)"
2674,Cichlidae,Haplochromis nuchisquamulatus,"(Hilgendorf, 1888)"
2675,Cichlidae,Haplochromis nyanzae,"Greenwood, 1962"
2676,Cichlidae,Haplochromis nyererei,"Witte-Maas & Witte, 1985"
2677,Cichlidae,Haplochromis obesus,"(Boulenger, 1906)"
2678,Cichlidae,Haplochromis obliquidens,"(Hilgendorf, 1888)"
2679,Cichlidae,Haplochromis obtusidens,"Trewavas, 1928"
2680,Cichlidae,Haplochromis occultidens,"Snoeks, 1988"
2681,Cichlidae,Haplochromis oligolepis,"Lippitsch, 2003"
2682,Cichlidae,Haplochromis olivaceus,"Snoeks, de Vos, Coenen & Thys van den Audenaerde, 1990"
2683,Cichlidae,Haplochromis omnicaeruleus,"(Seehausen & Bouton, 1998)"
2684,Cichlidae,Haplochromis pachycephalus,"Greenwood, 1967"
2685,Cichlidae,Haplochromis pallidus,"(Boulenger, 1911)"
2686,Cichlidae,Haplochromis pancitrinus,"Mietes & Witte, 2010"
2687,Cichlidae,Haplochromis paraguiarti,"Greenwood, 1967"
2688,Cichlidae,Haplochromis paraplagiostoma,"Greenwood & Gee, 1969"
2689,Cichlidae,Haplochromis paropius,"Greenwood & Gee, 1969"
2690,Cichlidae,Haplochromis parorthostoma,"Greenwood, 1967"
2691,Cichlidae,Haplochromis parvidens,"(Boulenger, 1911)"
2692,Cichlidae,Haplochromis paucidens,"Regan, 1921"
2693,Cichlidae,Haplochromis pellegrini,"Regan, 1922"
2694,Cichlidae,Haplochromis percoides,"Boulenger, 1906"
2695,Cichlidae,Haplochromis perrieri,"(Pellegrin, 1909)"
2696,Cichlidae,Haplochromis pharyngomylus,"Regan, 1929"
2697,Cichlidae,Haplochromis phytophagus,"Greenwood, 1966"
2698,Cichlidae,Haplochromis piceatus,"Greenwood & Gee, 1969"
2699,Cichlidae,Haplochromis pitmani,"Fowler, 1936"
2700,Cichlidae,Haplochromis placodus,"Poll & Damas, 1939"
2701,Cichlidae,Haplochromis plagiodon,"Regan & Trewavas, 1928"
2702,Cichlidae,Haplochromis plagiostoma,"Regan, 1922"
2703,Cichlidae,Haplochromis plutonius,"Greenwood & Barel, 1978"
2704,Cichlidae,Haplochromis prodromus,"Trewavas, 1935"
2705,Cichlidae,Haplochromis prognathus,"(Pellegrin, 1904)"
2706,Cichlidae,Haplochromis pseudopellegrini,"Greenwood, 1967"
2707,Cichlidae,Haplochromis ptistes,"Greenwood & Barel, 1978"
2708,Cichlidae,Haplochromis pundamilia,"(Seehausen & Bouton, 1998)"
2709,Cichlidae,Haplochromis pyrrhocephalus,"Witte & Witte-Maas, 1987"
2710,Cichlidae,Haplochromis pyrrhopteryx,"van Oijen, 1991"
2711,Cichlidae,Haplochromis retrodens,"(Hilgendorf, 1888)"
2712,Cichlidae,Haplochromis riponianus,"(Boulenger, 1911)"
2713,Cichlidae,Haplochromis rubescens,"Snoeks, 1994"
2714,Cichlidae,Haplochromis rubripinnis,"(Seehausen, Lippitsch & Bouton, 1998)"
2715,Cichlidae,Haplochromis rudolfianus,"Trewavas, 1933"
2716,Cichlidae,Haplochromis rufocaudalis,"(Seehausen & Bouton, 1998)"
2717,Cichlidae,Haplochromis rufus,"(Seehausen & Lippitsch, 1998)"
2718,Cichlidae,Haplochromis sauvagei,"(Pfeffer, 1896)"
2719,Cichlidae,Haplochromis saxicola,"Greenwood, 1960"
2720,Cichlidae,Haplochromis scheffersi,"Snoeks, De Vos & Thys van den Audenaerde, 1987"
2721,Cichlidae,Haplochromis serranus,"(Pfeffer, 1896)"
2722,Cichlidae,Haplochromis simotes,"(Boulenger, 1911)"
2723,Cichlidae,Haplochromis snoeksi,"Wamuini Lunkayilakio & Vreven, 2010"
2724,Cichlidae,Haplochromis spekii,"(Boulenger, 1906)"
2725,Cichlidae,Haplochromis sphex,"ter Huurne & Witte, 2010"
2726,Cichlidae,Haplochromis squamulatus,"Regan, 1922"
2727,Cichlidae,Haplochromis sulphureus,"Greenwood & Barel, 1978"
2728,Cichlidae,Haplochromis tanaos,"van Oijen & Witte, 1996"
2729,Cichlidae,Haplochromis teegelaari,"Greenwood & Barel, 1978"
2730,Cichlidae,Haplochromis teunisrasi,"Witte & Witte-Maas, 1981"
2731,Cichlidae,Haplochromis theliodon,"Greenwood, 1960"
2732,Cichlidae,Haplochromis thereuterion,"van Oijen & Witte, 1996"
2733,Cichlidae,Haplochromis thuragnathus,"Greenwood, 1967"
2734,Cichlidae,Haplochromis tridens,"Regan & Trewavas, 1928"
2735,Cichlidae,Haplochromis turkanae,"Greenwood, 1974"
2736,Cichlidae,Haplochromis tyrianthinus,"Greenwood & Gee, 1969"
2737,Cichlidae,Haplochromis ushindi,"Van Oijen, 2004"
2738,Cichlidae,Haplochromis vanheusdeni,"Schedel, Friel & Schliewen, 2014"
2739,Cichlidae,Haplochromis vanoijeni,"de Zeeuw & Witte, 2010"
2740,Cichlidae,Haplochromis victoriae,"(Greenwood, 1956)"
2741,Cichlidae,Haplochromis victorianus,"(Pellegrin, 1904)"
2742,Cichlidae,Haplochromis vittatus,"(Boulenger, 1901)"
2743,Cichlidae,Haplochromis vonlinnei,"van Oijen & de Zeeuw, 2008"
2744,Cichlidae,Haplochromis welcommei,"Greenwood, 1966"
2745,Cichlidae,Haplochromis xanthopteryx,"(Seehausen & Bouton, 1998)"
2746,Cichlidae,Haplochromis xenognathus,"Greenwood, 1957"
2747,Cichlidae,Haplochromis xenostoma,"Regan, 1922"
2748,Cichlidae,Haplotaxodon microlepis,"Boulenger, 1906"
2749,Cichlidae,Hemibates stenosoma,"(Boulenger, 1901)"
2750,Cichlidae,Hemichromis angolensis,"Steindachner, 1865"
2751,Cichlidae,Hemichromis bimaculatus,"Gill, 1862"
2752,Cichlidae,Hemichromis cerasogaster,"(Boulenger, 1899)"
2753,Cichlidae,Hemichromis elongatus,"(Guichenot, 1861)"
2754,Cichlidae,Hemichromis exsul,"(Trewavas, 1933)"
2755,Cichlidae,Hemichromis fasciatus,"Peters, 1857"
2756,Cichlidae,Hemichromis frempongi,"Loiselle, 1979"
2757,Cichlidae,Hemichromis guttatus,"Günther, 1862"
2758,Cichlidae,Hemichromis letourneuxi,"Sauvage, 1880"
2759,Cichlidae,Hemichromis lifalili,"Loiselle, 1979"
2760,Cichlidae,Hemichromis lifalili,"Loiselle, 1979"
2761,Cichlidae,Hemichromis paynei,"Loiselle, 1979"
2762,Cichlidae,Hemichromis saharae,"Sauvage, 1880"
2763,Cichlidae,Hemichromis stellifer,"Loiselle, 1979"
2764,Cichlidae,Hemitaeniochromis brachyrhynchus,"Oliver, 2012"
2765,Cichlidae,Hemitaeniochromis urotaenia,"(Regan, 1922)"
2766,Cichlidae,Hemitilapia oxyrhyncha,"Boulenger, 1902"
2767,Cichlidae,Herichthys cyanoguttatus,"Baird & Girard, 1854"
2768,Cichlidae,Herichthys minckleyi,"(Kornfield & Taylor, 1983)"
2769,Cichlidae,Heroina isonycterina,"Kullander, 1996"
2770,Cichlidae,Heros efasciatus,"Heckel, 1840"
2771,Cichlidae,Heros liberifer,"Staeck & Schindler, 2015"
2772,Cichlidae,Heros notatus,"(Jardine, 1843)"
2773,Cichlidae,Heros severus,"Heckel, 1840"
2774,Cichlidae,Heros spurius,"Heckel, 1840"
2775,Cichlidae,Heterochromis multidens,"(Pellegrin, 1900)"
2776,Cichlidae,Heterochromis multidens,"(Pellegrin, 1900)"
2777,Cichlidae,Heterotilapia buttikoferi,"(Hubrecht, 1881)"
2778,Cichlidae,Heterotilapia cessiana,"(Thys van den Audenaerde, 1968)"
2779,Cichlidae,Hoplarchus psittacus,"(Heckel, 1840)"
2780,Cichlidae,Hypselecara coryphaenoides,"(Heckel, 1840)"
2781,Cichlidae,Hypselecara temporalis,"(Günther, 1862)"
2782,Cichlidae,Interochromis loocki,"(Poll, 1949)"
2783,Cichlidae,Iodotropheus declivitas,"Stauffer, 1994"
2784,Cichlidae,Iodotropheus sprengerae,"Oliver & Loiselle, 1972"
2785,Cichlidae,Iodotropheus stuartgranti,"Konings, 1990"
2786,Cichlidae,Julidochromis dickfeldi,"Staeck, 1975"
2787,Cichlidae,Julidochromis marksmithi,"Burgess, 2014"
2788,Cichlidae,Julidochromis marlieri,"Poll, 1956"
2789,Cichlidae,Julidochromis ornatus,"Boulenger, 1898"
2790,Cichlidae,Julidochromis regani,"Poll, 1942"
2791,Cichlidae,Julidochromis transcriptus,"Matthes, 1959"
2792,Cichlidae,Kihnichthys ufermanni,"(Allgayer, 2002)"
2793,Cichlidae,Konia dikume,"Trewavas, 1972"
2794,Cichlidae,Konia eisentrauti,"(Trewavas, 1962)"
2795,Cichlidae,Kronoheros umbriferus,"(Meek & Hildebrand, 1913)"
2796,Cichlidae,Labeotropheus chlorosiglos,"Pauers, 2016"
2797,Cichlidae,Labeotropheus fuelleborni,"Ahl, 1926"
2798,Cichlidae,Labeotropheus simoneae,"Pauers, 2016"
2799,Cichlidae,Labeotropheus trewavasae,"Fryer, 1956"
2800,Cichlidae,Labidochromis caeruleus,"Fryer, 1956"
2801,Cichlidae,Labidochromis chisumulae,"Lewis, 1982"
2802,Cichlidae,Labidochromis flavigulis,"Lewis, 1982"
2803,Cichlidae,Labidochromis freibergi,"Johnson, 1974"
2804,Cichlidae,Labidochromis gigas,"Lewis, 1982"
2805,Cichlidae,Labidochromis heterodon,"Lewis, 1982"
2806,Cichlidae,Labidochromis ianthinus,"Lewis, 1982"
2807,Cichlidae,Labidochromis lividus,"Lewis, 1982"
2808,Cichlidae,Labidochromis maculicauda,"Lewis, 1982"
2809,Cichlidae,Labidochromis mathotho,"Burgess & Axelrod, 1976"
2810,Cichlidae,Labidochromis mbenjii,"Lewis, 1982"
2811,Cichlidae,Labidochromis mylodon,"Lewis, 1982"
2812,Cichlidae,Labidochromis pallidus,"Lewis, 1982"
2813,Cichlidae,Labidochromis shiranus,"Lewis, 1982"
2814,Cichlidae,Labidochromis strigatus,"Lewis, 1982"
2815,Cichlidae,Labidochromis textilis,"Oliver, 1975"
2816,Cichlidae,Labidochromis vellicans,"Trewavas, 1935"
2817,Cichlidae,Labidochromis zebroides,"Lewis, 1982"
2818,Cichlidae,Laetacara araguaiae,"Ottoni & Costa, 2009"
2819,Cichlidae,Laetacara curviceps,"(Ahl, 1923)"
2820,Cichlidae,Laetacara dorsigera,"(Heckel, 1840)"
2821,Cichlidae,Laetacara flavilabris,"(Cope, 1870)"
2822,Cichlidae,Laetacara fulvipinnis,"Staeck & Schindler, 2007"
2823,Cichlidae,Laetacara thayeri,"(Steindachner, 1875)"
2824,Cichlidae,Lamprologus callipterus,"Boulenger, 1906"
2825,Cichlidae,Lamprologus congoensis,"Schilthuis, 1891"
2826,Cichlidae,Lamprologus congoensis,"Schilthuis, 1891"
2827,Cichlidae,Lamprologus finalimus,"Nichols & La Monte, 1931"
2828,Cichlidae,Lamprologus kungweensis,"Poll, 1956"
2829,Cichlidae,Lamprologus laparogramma,"Bills & Ribbink, 1997"
2830,Cichlidae,Lamprologus lemairii,"Boulenger, 1899"
2831,Cichlidae,Lamprologus lethops,"Roberts & Stewart, 1976"
2832,Cichlidae,Lamprologus markerti,"Tougas & Stiassny, 2014"
2833,Cichlidae,Lamprologus markerti,"Tougas & Stiassny, 2014"
2834,Cichlidae,Lamprologus meleagris,"Büscher, 1991"
2835,Cichlidae,Lamprologus mocquardi,"Pellegrin, 1903"
2836,Cichlidae,Lamprologus mocquardi,"Pellegrin, 1903"
2837,Cichlidae,Lamprologus ocellatus,"(Steindachner, 1909)"
2838,Cichlidae,Lamprologus ornatipinnis,"Poll, 1949"
2839,Cichlidae,Lamprologus signatus,"Poll, 1952"
2840,Cichlidae,Lamprologus speciosus,"Büscher, 1991"
2841,Cichlidae,Lamprologus stappersi,"Pellegrin, 1927"
2842,Cichlidae,Lamprologus symoensi,"Poll, 1976"
2843,Cichlidae,Lamprologus teugelsi,"Schelly & Stiassny, 2004"
2844,Cichlidae,Lamprologus teugelsi,"Schelly & Stiassny, 2004"
2845,Cichlidae,Lamprologus tigripictilis,"Schelly & Stiassny, 2004"
2846,Cichlidae,Lamprologus tumbanus,"Boulenger, 1899"
2847,Cichlidae,Lamprologus werneri,"Poll, 1959"
2848,Cichlidae,Lamprologus werneri,"Poll, 1959"
2849,Cichlidae,Lepidiolamprologus attenuatus,"(Steindachner, 1909)"
2850,Cichlidae,Lepidiolamprologus boulengeri,"(Steindachner, 1909)"
2851,Cichlidae,Lepidiolamprologus cunningtoni,"(Boulenger, 1906)"
2852,Cichlidae,Lepidiolamprologus elongatus,"(Boulenger, 1898)"
2853,Cichlidae,Lepidiolamprologus hecqui,"(Boulenger, 1899)"
2854,Cichlidae,Lepidiolamprologus kamambae,"Kullander, Karlsson & Karlsson, 2012"
2855,Cichlidae,Lepidiolamprologus kendalli,"(Poll & Stewart, 1977)"
2856,Cichlidae,Lepidiolamprologus meeli,"(Poll, 1948)"
2857,Cichlidae,Lepidiolamprologus mimicus,"Schelly, Takahashi, Bills & Hori, 2007"
2858,Cichlidae,Lepidiolamprologus profundicola,"(Poll, 1949)"
2859,Cichlidae,Lepidiolamprologus variostigma,"(Büscher, 1995)"
2860,Cichlidae,Lestradea perspicax,"Poll, 1943"
2861,Cichlidae,Lestradea stappersii,"(Poll, 1943)"
2862,Cichlidae,Lethrinops albus,"Regan, 1922"
2863,Cichlidae,Lethrinops altus,"Trewavas, 1931"
2864,Cichlidae,Lethrinops argenteus,"Ahl, 1926"
2865,Cichlidae,Lethrinops auritus,"(Regan, 1922)"
2866,Cichlidae,Lethrinops christyi,"Trewavas, 1931"
2867,Cichlidae,Lethrinops furcifer,"Trewavas, 1931"
2868,Cichlidae,Lethrinops gossei,"Burgess & Axelrod, 1973"
2869,Cichlidae,Lethrinops leptodon,"Regan, 1922"
2870,Cichlidae,Lethrinops lethrinus,"(Günther, 1894)"
2871,Cichlidae,Lethrinops longimanus,"Trewavas, 1931"
2872,Cichlidae,Lethrinops longipinnis,"Eccles & Lewis, 1978"
2873,Cichlidae,Lethrinops lunaris,"Trewavas, 1931"
2874,Cichlidae,Lethrinops macracanthus,"Trewavas, 1931"
2875,Cichlidae,Lethrinops macrochir,"(Regan, 1922)"
2876,Cichlidae,Lethrinops marginatus,"Ahl, 1926"
2877,Cichlidae,Lethrinops micrentodon,"(Regan, 1922)"
2878,Cichlidae,Lethrinops microdon,"Eccles & Lewis, 1977"
2879,Cichlidae,Lethrinops microstoma,"Trewavas, 1931"
2880,Cichlidae,Lethrinops mylodon,"Eccles & Lewis, 1979"
2881,Cichlidae,Lethrinops oculatus,"Trewavas, 1931"
2882,Cichlidae,Lethrinops parvidens,"Trewavas, 1931"
2883,Cichlidae,Lethrinops stridei,"Eccles & Lewis, 1977"
2884,Cichlidae,Lethrinops turneri,"Ngatunga & Snoeks, 2003"
2885,Cichlidae,Lichnochromis acuticeps,"Trewavas, 1935"
2886,Cichlidae,Limbochromis robertsi,"(Thys van den Audenaerde & Loiselle, 1971)"
2887,Cichlidae,Limnochromis auritus,"(Boulenger, 1901)"
