"","prey_taxon","prey_stage","prey_kingdom","prey_class","prey_order","prey_family","prey_species","prey_taxon_cleaned","prey_phylum","prey_superclass","prey_subclass","prey_subphylum","prey_type","prey_origin"
"196","pulmonata","unknown","Animalia","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"197","miscellaneous","unknown","Animalia","Insecta","Coleoptera","Carabidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"198","megaloptera_larvae","larvae","Metazoa","Insecta","Megaloptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"199","odonata_newt","larvae","Metazoa","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"200","unidentified_insect_larvae","larvae","Animalia","Insecta",NA,NA,"unidentified","Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"201","plant_material","unknown","Plantae",NA,NA,NA,"Plant DNA excision vector pX6-GFP","Plantae",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"202","diptera_pupae_adult","adults","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"203","hydracarina","unknown","Metazoa","Arachnida","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"204","unidentified_insect_parts","unknown","Animalia","Insecta",NA,NA,"unidentified","Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"205","digested_animal_matter","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"206","ttichoptera_larvae","larvae","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"207","epemeroptera_newt","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"208","oligochaeta","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"209","terrestrial_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"terrestrial"
"210","chironomidae_pupae","pupae","Metazoa","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"211","hyalella_azteca","unknown","Metazoa","Malacostraca","Amphipoda","Hyalellidae","Hyalella azteca",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"212","other_aquatic_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"213","diaplomus_skills","unknown","Animalia","Hexanauplia","Calanoida","Diaptomidae","Leptodiaptomus sicilis",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"214","nauplii","unknown","Animalia","Maxillopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"215","alona_costala","unknown","Metazoa","Branchiopoda","Diplostraca","Chydoridae","Flavalona costata",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"216","cypricercus_sp","unknown","Animalia","Ostracoda","Podocopida","Cyprididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"217","cladophora_sp","unknown","Viridiplantae","Ulvophyceae","Cladophorales","Cladophoraceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"218","nodularia_sp","unknown","Metazoa","Bivalvia","Unionida","Unionidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"219","diaphanosoma_leuchtenbergianum","unknown","Animalia","Branchiopoda","Diplostraca","Sididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"220","chironomidae_adults","adults","Metazoa","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"221","cyclops_vernalis","unknown","Metazoa","Hexanauplia","Cyclopoida","Cyclopidae","Acanthocyclops vernalis",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"222","moina_hutchinsoni","unknown","Animalia","Branchiopoda","Diplostraca","Moinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"223","liemiptera","unknown","Animalia","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"224","copepods","unknown","Metazoa","Hexanauplia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"225","molusca","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"226","trichopters","unknown","Animalia","Insecta","Trichoptera",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic"
"227","moluscs","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"228","other_diptera","unknown","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"229","tendipedidae","unknown","Animalia","Insecta","Diptera","Tendipedidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"230","bosmina_longirostris","unknown","Metazoa","Branchiopoda","Diplostraca","Bosminidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"231","hymenoptera_larvae","larvae","Metazoa","Insecta","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"232","chydorus_sphaericus","unknown","Metazoa","Branchiopoda","Diplostraca","Chydoridae","Chydorus sphaericus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"233","other_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"234","plant_materials","unknown","Plantae",NA,NA,NA,"Plant DNA excision vector pX6-GFP","Plantae",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"235","sphaeriidae","unknown","Metazoa","Bivalvia","Veneroida","Sphaeriidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"236","planorbidae","unknown","Metazoa","Gastropoda",NA,"Planorbidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"237","alona_rectangula","unknown","Animalia","Branchiopoda","Diplostraca","Chydoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"238","unidentified","unknown","Metazoa","Clitellata",NA,NA,"unidentified",NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"239","diptera_pupae","pupae","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"240","daphnia_sp","unknown","Metazoa","Branchiopoda","Diplostraca","Daphniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"241","unidentified_material","unknown","Metazoa","Clitellata",NA,NA,"unidentified",NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"242","ectoprocta_statoblasts","unknown","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"243","diptera_nymphs","larvae","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic"
"244","corixidae","unknown","Metazoa","Insecta","Hemiptera","Corixidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"245","spongillidae_gemmules","unknown","Metazoa","Demospongiae","Spongillida","Spongillidae",NA,NA,"Porifera",NA,NA,NA,NA,"aquatic"
"246","coleoptera_adults","adults","Metazoa","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"247","simulidae_larvae","larvae","Animalia","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"248","diptera_adults","adults","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"249","ephemeroptera_nymphs","larvae","Metazoa","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"250","macroinvertebrates","unknown","Animalia",NA,NA,NA,NA,"Arthropods",NA,NA,NA,NA,NA,"aquatic"
"251","microscopic_plants","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"252","unidentifed_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"253","unknown_insects","unknown","Animalia","Insecta",NA,NA,"unidentified","Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"254","diptera_pupae_adults","adults","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"255","cyperaceae","unknown","Viridiplantae","Magnoliopsida","Poales","Cyperaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"terrestrial"
"256","dipteran_pupae_adults","adults","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"257","unidentifed","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"258","dipteran_larvae","larvae","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"259","aerial_insects","adults","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"260","megaloptera","unknown","Metazoa","Insecta","Megaloptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"261","gammarus","unknown","Metazoa","Malacostraca","Amphipoda","Gammaridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"262","maggots","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"263","theodoxus","unknown","Metazoa","Gastropoda","Cycloneritida","Neritidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic or terrestrial"
"264","other_dipera_larvae","larvae","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"265","mollusca_indeterminate","unknown","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"266","indeterminate_molluscs","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"267","simidium_pupae","pupae","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"268","indeterminate_aquatic_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic"
"269","potamopyrgus","unknown","Metazoa","Gastropoda","Littorinimorpha","Tateidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"270","fontinalis","unknown","Viridiplantae","Bryopsida","Hypnales","Fontinalaceae",NA,NA,"Bryophyta",NA,NA,NA,NA,"aquatic"
"271","ranunculus","unknown","Viridiplantae","Magnoliopsida","Ranunculales","Ranunculaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"terrestrial"
"272","simtdium_pupae","pupae","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"273","lymnaea","unknown","Metazoa","Gastropoda",NA,"Lymnaeidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"274","valvata","unknown","Metazoa","Gastropoda",NA,"Valvatidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"275","macrophytes_indeterminate","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"276","simidium_larvae","larvae","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"277","macrophytes","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"278","debris_detritus","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"279","mixed_algae","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"280","simtdium_larvae","larvae","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"281","soil_debris_detritus","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"282","sphaerium","unknown","Metazoa","Bivalvia","Veneroida","Sphaeriidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"283","sphaeriwn","unknown","Animalia","Bivalvia","Sphaeriida","Sphaeriidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"284","soil_mud_sand","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"285","algae_with_substrate","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"286","diatoms_flamentous_algae_with_substrate","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"287","ephemeroptera_newt","larvae","Metazoa","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"288","other_diptera_larvae","larvae","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"289","rhizoclonium_sp","unknown","Viridiplantae","Ulvophyceae","Cladophorales","Cladophoraceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"290","calothrix_sp","unknown","Bacteria","Cyanophyceae","Nostocales","Calotrichaceae","Calothrix sp.",NA,NA,NA,NA,NA,NA,"aquatic"
"291","oxyethira_maya","unknown","Animalia","Insecta","Trichoptera","Hydroptilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"292","hyposmocoma_spp","unknown","Metazoa","Insecta","Lepidoptera","Cosmopterigidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"293","dugesia_sp","unknown","Animalia","Rhabditophora","Tricladida","Dugesiidae","Dugesia sp.",NA,"Platyhelminthes",NA,NA,NA,NA,"aquatic"
"294","terrestrial_arthropods","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"295","scatella_spp","unknown","Metazoa","Insecta","Diptera","Ephydridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"296","limonia_spp","unknown","Metazoa","Insecta","Diptera","Limoniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"297","hydropsychidae","unknown","Metazoa","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"298","oedogonium_sp","unknown","Viridiplantae","Chlorophyceae","Oedogoniales","Oedogoniaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"299","hemerodromia_stellaris","unknown","Animalia","Insecta","Diptera","Empididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"300","procanace_spp","unknown","Metazoa","Insecta","Diptera","Canacidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"301","hydroptila_arctia","unknown","Metazoa","Insecta","Trichoptera","Hydroptilidae","Hydroptila arctia",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"302","ulothrix_sp","unknown","Viridiplantae","Ulvophyceae","Ulotrichales","Ulotrichaceae",NA,NA,"Chlorophyta",NA,NA,NA,NA,"aquatic"
"303","oscillatoriaceae","unknown","Bacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"304","nostoc_sp","unknown","Bacteria","Cyanophyceae","Nostocales","Nostocaceae","Nostoc sp.",NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"305","rivularia_sp","unknown","Metazoa","Gastropoda","Architaenioglossa","Viviparidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"306","spirogyra_sp","unknown","Viridiplantae","Zygnematophyceae","Zygnematales","Zygnemataceae",NA,NA,"Charophyta",NA,NA,NA,NA,"aquatic"
"307","hydrosera_sp","unknown","Chromista","Mediophyceae","Biddulphiales","Biddulphiaceae",NA,NA,"Ochrophyta",NA,NA,NA,NA,"aquatic"
"308","chironomidae","unknown","Metazoa","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"309","crustacea_remains","unknown","Animalia",NA,NA,NA,NA,"Crustacean","Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"310","vascular_remains","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"311","pelecypoda","unknown","Metazoa","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"312","cambarus","unknown","Metazoa","Malacostraca","Decapoda","Cambaridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"313","other_trichoptera","unknown","Animalia","Insecta","Trichoptera",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"314","simulium_larvae","larvae","Metazoa","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"315","insecta_remains","unknown","Metazoa","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"316","chironomus_larvae","larvae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"317","helicopsyche","unknown","Metazoa","Insecta","Trichoptera","Helicopsychidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"318","arachnids","unknown","Metazoa","Arachnida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"319","identifed_animal_materials","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"320","unidentifed_organic_material","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"321","alosa_pseudoharengus","unknown","Metazoa","Actinopterygii","Clupeiformes","Clupeidae","Alosa pseudoharengus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"322","lucania_parva","larvae","Metazoa","Actinopterygii","Cyprinodontiformes","Fundulidae","Lucania parva",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"323","fundulus_sp","unknown","Metazoa","Actinopterygii","Cyprinodontiformes","Fundulidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"324","fundulus_heteroclitus","unknown","Metazoa","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus heteroclitus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"325","fundulus_majalis","unknown","Metazoa","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus majalis",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"326","perca_favescens","unknown","Metazoa","Actinopterygii","Perciformes","Percidae","Perca flavescens",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"327","lepomis_gibbosus","unknown","Metazoa","Actinopterygii","Centrarchiformes","Centrarchidae","Lepomis gibbosus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"328","roccus_americanus","unknown","Animalia","Actinopterygii","Perciformes","Moronidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"329","fish_egg","eggs","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"330","fundulus_diaphanus","unknown","Metazoa","Actinopterygii","Cyprinodontiformes","Fundulidae","Fundulus diaphanus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"331","fish_debris","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"332","menidia_spp","unknown","Metazoa","Actinopterygii","Atheriniformes","Atherinopsidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"333","unidentifed_fsh","unknown","Metazoa","Clitellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"334","aquatic_arthropoda","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"335","other_diptera_nonadult","adults","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"336","trichoptera_nonadult","adults","Metazoa","Insecta","Trichoptera",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"337","odonata_nymphs","larvae","Metazoa","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"338","terrestrial_arthropoda","unknown","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"339","isoptera","unknown","Metazoa","Insecta","Isoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"340","cladocera_copepoda","unknown","Metazoa","Branchiopoda","Diplostraca",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"341","conchostraca_ostracoda","unknown","Animalia","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"342","invertebrate_eggs","eggs","Animalia",NA,NA,NA,NA,"Arthropods",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"343","rests_of_fish","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"344","mollusca_gastropoda_bivalvia","unknown","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"345","chironomidae_nonadult","adults","Metazoa","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"346","rests_of_insects","unknown","Animalia","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"347","scales","unknown","Animalia","Insecta","Coleoptera","Carabidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"348","inorganic_matter","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"349","seeds_and_fruits","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"350","plant_debris","unknown","Plantae",NA,NA,NA,"Plant DNA excision vector pX6-GFP","Plantae",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"351","organic_matter","unknown",NA,NA,NA,NA,"Organic Lake virophage",NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"352","cyprinodon_eggs","eggs","Metazoa","Actinopterygii","Cyprinodontiformes","Cyprinodontidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"353","tabanus_larvae","larvae","Metazoa","Insecta","Diptera","Tabanidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"354","ruppia","unknown","Viridiplantae","Magnoliopsida","Alismatales","Cymodoceaceae",NA,NA,"Tracheophyta",NA,NA,NA,NA,"aquatic"
"355","chironomid_adults","adults","Animalia","Insecta","Diptera","Chironomidae",NA,"Chironomidae","Arthropoda",NA,NA,NA,NA,"aquatic"
"356","animals","unknown","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"357","ochthebius","unknown","Metazoa","Insecta","Coleoptera","Hydraenidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"358","empty_space","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"empty space","aquatic or terrestrial"
"359","potamocypris","unknown","Metazoa","Ostracoda","Podocopida","Cyprididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"360","algae_detritus","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"361","diptera_aquatic","unknown","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic"
"362","ephemeroptera_aquatic","unknown","Metazoa","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"363","trichoptera_aquatic","unknown","Metazoa","Insecta","Trichoptera",NA,NA,"Trichoptera",NA,NA,NA,NA,NA,"aquatic"
"364","fish_aquatic","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"365","crayfish_aquatic","unknown","Animalia","Actinopterygii",NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,"aquatic"
"366","algae","unknown","Plantae",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,"aquatic"
"367","diptera_terrestrial","unknown","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"terrestrial"
"368","coleoptera_terrestrial","unknown","Metazoa","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"369","hymenoptera_terrestria","unknown","Metazoa","Insecta","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"370","unidentified_insects_terrestrial","unknown","Animalia","Insecta",NA,NA,"unidentified","Insecta",NA,NA,NA,NA,NA,"terrestrial"
"371","debris","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"372","diptera_larvae_1_100_150_<U+00B5>m_head_length","larvae","Metazoa","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"373","insecta_larvae","larvae","Metazoa","Insecta",NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"374","adult_diptera","adults","Animalia","Insecta","Diptera",NA,NA,"Diptera",NA,NA,NA,NA,NA,"aquatic or terrestrial"
"375","hemiptera_pupae","pupae","Metazoa","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"376","rotifera_keratella_sp","unknown","Metazoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
